0,-0.248092,-0.248096,-1.61228E-05
1,-0.150682,-0.150685,-1.99091E-05
2,-0.0905413,-0.0905433,-2.20889E-05
3,-0.0481444,-0.0481455,-2.28474E-05
4,-0.0202293,-0.0202298,-2.4716E-05
5,-0.00743889,-0.00743905,-2.15081E-05
6,-0.00990625,-0.00990648,-2.32171E-05
7,-0.0262494,-0.02625,-2.28571E-05
8,-0.0515144,-0.0515156,-2.32939E-05
9,-0.0768904,-0.0768923,-2.47099E-05
10,-0.0943473,-0.0943496,-2.43774E-05
11,-0.101976,-0.101979,-2.94178E-05
12,-0.10367,-0.103673,-2.89371E-05
13,-0.101976,-0.101979,-2.94178E-05
14,-0.0943473,-0.0943496,-2.43774E-05
15,-0.0768904,-0.0768923,-2.47099E-05
16,-0.0515144,-0.0515156,-2.32939E-05
17,-0.0262494,-0.02625,-2.28571E-05
18,-0.00990625,-0.00990648,-2.32171E-05
19,-0.00743889,-0.00743905,-2.15081E-05
20,-0.0202293,-0.0202298,-2.4716E-05
21,-0.0481444,-0.0481455,-2.28474E-05
22,-0.0905413,-0.0905433,-2.20889E-05
23,-0.150682,-0.150685,-1.99091E-05
24,-0.248092,-0.248096,-1.61228E-05
25,-0.0632086,-0.0632087,-1.58206E-06
26,-0.0763961,-0.076397,-1.17806E-05
27,-0.0603225,-0.0603233,-1.32619E-05
28,-0.0475797,-0.0475804,-1.47119E-05
29,-0.0392384,-0.039239,-1.52909E-05
30,-0.0350469,-0.0350475,-1.71196E-05
31,-0.0341264,-0.034127,-1.75814E-05
32,-0.0345005,-0.034501,-1.44923E-05
33,-0.0341308,-0.0341313,-1.46493E-05
34,-0.0326513,-0.0326516,-9.18791E-06
35,-0.0310566,-0.0310569,-9.65969E-06
36,-0.030036,-0.0300362,-6.65863E-06
37,-0.0294694,-0.0294696,-6.78665E-06
38,-0.030036,-0.0300362,-6.65863E-06
39,-0.0310566,-0.0310569,-9.65969E-06
40,-0.0326513,-0.0326516,-9.18791E-06
41,-0.0341308,-0.0341313,-1.46493E-05
42,-0.0345005,-0.034501,-1.44923E-05
43,-0.0341264,-0.034127,-1.75814E-05
44,-0.0350469,-0.0350475,-1.71196E-05
45,-0.0392384,-0.039239,-1.52909E-05
46,-0.0475797,-0.0475804,-1.47119E-05
47,-0.0603225,-0.0603233,-1.32619E-05
48,-0.0763961,-0.076397,-1.17806E-05
49,-0.0632086,-0.0632087,-1.58206E-06
50,-0.0244728,-0.0244727,4.08619E-06
51,-0.0445539,-0.0445545,-1.34667E-05
52,-0.0510202,-0.0510209,-1.37199E-05
53,-0.0494436,-0.0494443,-1.41573E-05
54,-0.0484532,-0.048454,-1.65105E-05
55,-0.0482042,-0.048205,-1.65958E-05
56,-0.0485642,-0.048565,-1.64728E-05
57,-0.0491138,-0.0491145,-1.42524E-05
58,-0.0417314,-0.0417321,-1.67737E-05
59,-0.0251081,-0.0251084,-1.19482E-05
60,-0.00988286,-0.00988292,-6.07108E-06
61,-0.00397347,-0.00397346,2.5167E-06
62,-0.00288256,-0.00288255,3.46915E-06
63,-0.00397347,-0.00397346,2.5167E-06
64,-0.00988286,-0.00988292,-6.07108E-06
65,-0.0251081,-0.0251084,-1.19482E-05
66,-0.0417314,-0.0417321,-1.67737E-05
67,-0.0491138,-0.0491145,-1.42524E-05
68,-0.0485642,-0.048565,-1.64728E-05
69,-0.0482042,-0.048205,-1.65958E-05
70,-0.0484532,-0.048454,-1.65105E-05
71,-0.0494436,-0.0494443,-1.41573E-05
72,-0.0510202,-0.0510209,-1.37199E-05
73,-0.0445539,-0.0445545,-1.34667E-05
74,-0.0244728,-0.0244727,4.08619E-06
75,-0.049193,-0.0491931,-2.03281E-06
76,-0.0617912,-0.0617919,-1.13283E-05
77,-0.049192,-0.0491927,-1.42298E-05
78,-0.0396775,-0.0396781,-1.51217E-05
79,-0.0341854,-0.034186,-1.7551E-05
80,-0.0331119,-0.0331124,-1.51001E-05
81,-0.0372196,-0.0372202,-1.61203E-05
82,-0.0483339,-0.0483347,-1.65513E-05
83,-0.0722341,-0.0722352,-1.5228E-05
84,-0.0476988,-0.0476995,-1.46752E-05
85,-0.0181861,-0.0181863,-1.09973E-05
86,-0.00894429,-0.00894435,-6.70815E-06
87,-0.00778524,-0.00778528,-5.1379E-06
88,-0.00894429,-0.00894435,-6.70815E-06
89,-0.0181861,-0.0181863,-1.09973E-05
90,-0.0476988,-0.0476995,-1.46752E-05
91,-0.0722341,-0.0722352,-1.5228E-05
92,-0.0483339,-0.0483347,-1.65513E-05
93,-0.0372196,-0.0372202,-1.61203E-05
94,-0.0331119,-0.0331124,-1.51001E-05
95,-0.0341854,-0.034186,-1.7551E-05
96,-0.0396775,-0.0396781,-1.51217E-05
97,-0.049192,-0.0491927,-1.42298E-05
98,-0.0617912,-0.0617919,-1.13283E-05
99,-0.049193,-0.0491931,-2.03281E-06
100,-0.209303,-0.209306,-1.43331E-05
101,-0.123079,-0.123081,-1.62495E-05
102,-0.0699454,-0.069947,-2.28745E-05
103,-0.0340067,-0.0340075,-2.35242E-05
104,-0.0126343,-0.0126346,-2.37443E-05
105,-0.00595653,-0.00595665,-2.01456E-05
106,-0.0139238,-0.0139241,-2.15454E-05
107,-0.037954,-0.037955,-2.6347E-05
108,-0.0920562,-0.0920584,-2.38979E-05
109,-0.303646,-0.303654,-2.63458E-05
110,-0.0565058,-0.0565064,-1.06183E-05
111,-0.0193655,-0.0193656,-5.1638E-06
112,-0.0136346,-0.0136346,0
113,-0.0193655,-0.0193656,-5.1638E-06
114,-0.0565058,-0.0565064,-1.06183E-05
115,-0.303646,-0.303654,-2.63458E-05
116,-0.0920562,-0.0920584,-2.38979E-05
117,-0.037954,-0.037955,-2.6347E-05
118,-0.0139238,-0.0139241,-2.15454E-05
119,-0.00595653,-0.00595665,-2.01456E-05
120,-0.0126343,-0.0126346,-2.37443E-05
121,-0.0340067,-0.0340075,-2.35242E-05
122,-0.0699454,-0.069947,-2.28745E-05
123,-0.123079,-0.123081,-1.62495E-05
124,-0.209303,-0.209306,-1.43331E-05
125,0,0,0
126,0,0,0
127,0,0,0
128,0,0,0
129,0,0,0
130,0,0,0
131,0,0,0
132,0,0,0
133,0,0,0
134,0,0,0
135,0,0,0
136,0,0,0
137,0,0,0
138,0,0,0
139,0,0,0
140,0,0,0
141,0,0,0
142,0,0,0
143,0,0,0
144,0,0,0
145,0,0,0
146,0,0,0
147,0,0,0
148,0,0,0
149,0,0,0
